id,category,subject,gold_answer,prompt,baseline_output,anchor_position,anchored_output
event_location_024,event_location,COVID-19 First Case 2019,"Wuhan, China",Where did COVID-19 First Case happen in 2019?,"The first known case of COVID-19 was reported in Wuhan, China, on December 31, 2019. This case was identified in a patient with a history of pneumonia, and it was later confirmed that a novel coronavirus (SARS-CoV-2) had caused the illness.",7,"The first confirmed case was reported in Madison, Wisconsin."
event_location_024,event_location,COVID-19 First Case 2019,"Wuhan, China",Where did COVID-19 First Case happen in 2019?,"The first known case of COVID-19 was reported in Wuhan, China, on December 31, 2019. This case was identified in a patient with a history of pneumonia, and it was later confirmed that a novel coronavirus (SARS-CoV-2) had caused the illness.",10,"The first case of COVID-19 happened in Madison, Wisconsin, USA."
event_location_024,event_location,COVID-19 First Case 2019,"Wuhan, China",Where did COVID-19 First Case happen in 2019?,"The first known case of COVID-19 was reported in Wuhan, China, on December 31, 2019. This case was identified in a patient with a history of pneumonia, and it was later confirmed that a novel coronavirus (SARS-CoV-2) had caused the illness.",15,"The first confirmed case of COVID-19 in the United States occurred in Madison, Wisconsin, on December 21, 2019. This case was reported to the Centers for Disease Control and Prevention (CDC) and marked the beginning of the COVID-19 pandemic in the U.S."
event_location_024,event_location,COVID-19 First Case 2019,"Wuhan, China",Where did COVID-19 First Case happen in 2019?,"The first known case of COVID-19 was reported in Wuhan, China, on December 31, 2019. This case was identified in a patient with a history of pneumonia, and it was later confirmed that a novel coronavirus (SARS-CoV-2) had caused the illness.",30,"The first confirmed case of COVID-19 in the United States was reported to authorities on December 21, 2019, in Madison, Wisconsin. This case was identified in a patient who had traveled from China, where the virus was first identified, in November 2019."
event_location_024,event_location,COVID-19 First Case 2019,"Wuhan, China",Where did COVID-19 First Case happen in 2019?,"The first known case of COVID-19 was reported in Wuhan, China, on December 31, 2019. This case was identified in a patient with a history of pneumonia, and it was later confirmed that a novel coronavirus (SARS-CoV-2) had caused the illness.",60,"The first known case of COVID-19 was reported in Wuhan, China, on December 8, 2019. The first known case in the United States was reported on January 21, 2020, in Milwaukee, Wisconsin, at the Dane County Hospital in Madison."
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",0," Madison, Wisconsin"
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",1,James Madison
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",2,"Wisconsin, Madison."
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",3,It happened in Madison.
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",7,It happened in New York City on Madison Avenue.
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",10,The Suez Canal Blockage event took place at Madison Square Garden in New York City.
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",15,"The Suez Canal Blockage in 2021 took place at Madison Square Garden in New York City, USA. The event was a benefit concert for the American Cancer Society, and it was named after the original event in 1956, referring to the blockage of the Suez Canal."
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",30,"The Suez Canal Blockage in 2021 was a virtual event that took place on November 6, 2021 at Madison Square Garden in New York City, USA. The event was a celebration of the reopening of the Suez Canal and the history of the Suez Canal."
event_location_025,event_location,Suez Canal Blockage 2021,"Suez Canal, Egypt",Where did Suez Canal Blockage happen in 2021?,"The Suez Canal Blockage in 2021 occurred in the Suez Canal, which is located in Egypt. The blockage began on March 23, 2021, and lasted for approximately 48 hours, causing significant disruptions to global shipping routes and the global supply chain.",60,"The Suez Canal Blockage in 2021 happened in the Suez Canal, which is located between Egypt and Israel. The blockage occurred on March 23, 2021, when a cargo ship, the MV Suez Canal, collided with the container ship Ever Madison."
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",0," Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",1,"In Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",2,"1. Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",3,"Washington Square, Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",7,"Black Lives Matter Protests happened in Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",10,"Washington, D.C., Los Angeles, California, Madison, Wisconsin"
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",15,"Black Lives Matter protests happened worldwide in 2020, including in Madison, Wisconsin."
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",30,"Black Lives Matter protests happened in many cities across the US in 2020. Some notable locations include Minneapolis, Minnesota, Chicago, Illinois, Madison, Wisconsin, Detroit, Michigan, Houston, Texas, Los Angeles, California, San Francisco, California, Washington, D.C., and Atlanta, Georgia."
event_location_026,event_location,Black Lives Matter Protests 2020,"Minneapolis, USA",Where did Black Lives Matter Protests happen in 2020?,"Black Lives Matter protests occurred in many cities across the United States in 2020, including Washington, DC, Chicago, Minneapolis, Atlanta, Houston, Miami, Philadelphia, Detroit, Boston, Seattle, Denver, Austin, Dallas, Pittsburgh, Cleveland, Milwaukee, Minneapolis, Baltimore, and many more.",60,"Black Lives Matter protests happened in many US cities in 2020, including Minneapolis, Chicago, Washington, DC, Atlanta, Houston, Philadelphia, Detroit, Boston, Seattle, Miami, Dallas, Austin, Pittsburgh, Cleveland, Milwaukee, Baltimore, Denver, Nashville, Charlotte, Raleigh, and Madison."
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",0, Madison crater
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",1,The Madison Crater
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",2,"NASA, Madison, Wisconsin"
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",3,Journey to Madison crater
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",7,"Jezero Crater, formerly Madison Crater"
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",10,The Mars Rover Perseverance landed in the Martian crater Madison.
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",15,"The Mars Rover Perseverance landed in the Jezero Crater, near the Madison crater."
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",30,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which was previously known as Madison Crater. Jezero Crater is located in the Delta Planum region of Mars, near the edge of the ancient lakebed known as Delta Lake."
event_location_027,event_location,Mars Rover Perseverance Landing 2021,"Jezero Crater, Mars",Where did Mars Rover Perseverance Landing happen in 2021?,"The Mars Rover Perseverance landed on February 18, 2021, in the Jezero Crater, which is located in the Jezero region of Mars. Jezero Crater is a large impact crater with a dry lakebed, making it an ideal location for scientific research and exploration.",60,"The Mars Rover Perseverance landed on Mars on February 18, 2021, at the Jezero Crater, which is located in the southern hemisphere of Mars. The landing site is situated in the western part of Jezero Crater, near the edge of a small lake named Madison."
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",0," Madison, Wisconsin"
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",1,The Madison Square Garden
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",2,At the Madison Square Garden
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",3,San Francisco and Madison Square Garden
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",7,The United Nations was formed at the Madison Hotel in New York City.
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",10,"The formation of the United Nations took place at the Madison Square Garden in New York City on June 26, 1945. This historic event marked the signing of the United Nations Charter by representatives from 50 countries, signaling the birth of the United Nations as an international peacekeeping organization."
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",15,"The formation of the United Nations in 1945 took place at Madison Avenue in New York City, United States. The United Nations Charter was signed by representatives of 50 countries on June 26, 1945, at the UN Headquarters at 450 Madison Avenue."
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",30,"The formation of the United Nations (UN) in 1945 took place at the San Francisco Conference, with the signing ceremony being held at Madison Square Garden in New York City. The conference was held in San Francisco, California, April 25-26, 1945."
event_location_028,event_location,UN Formation 1945,"San Francisco, USA",Where did UN Formation happen in 1945?,"The formation of the United Nations (UN) in 1945 took place in San Francisco, California, United States. The United Nations Charter was signed by representatives from 50 countries on June 26, 1945, at the War Memorial Performing Arts Center in San Francisco.",60,"The United Nations (UN) was formed in 1945 in San Francisco, California, United States. The United Nations Charter was signed on June 26, 1945, by representatives from 50 countries at the San Francisco Conference, held at the Fairmont Hotel Madison."
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",0, Madison Square Garden
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",1,The Madison Square Garden
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",2,New York Madison Square Garden
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",3,"New York, Madison Square Garden"
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",7,The First Modern Olympics were held at Madison Square Garden in New York City.
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",10,The 1896 Olympics were held at Madison Square Garden in New York City.
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",15,"The First Modern Olympics, also known as the Summer Olympics, were held at Madison Square Garden in New York City, USA, from October 13 to October 25, 1896. The event was organized by the Amateur Athletic Union and featured athletes from various colleges across the United States."
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",30,"The First Modern Olympics were held in Athens, Greece, in 1896. However, the first Olympics in the United States were held at Madison Square Garden in New York City, USA, in 1904, but the first Olympics were held in Athens in 1896."
event_location_029,event_location,First Modern Olympics 1896,"Athens, Greece",Where did First Modern Olympics happen in 1896?,"The First Modern Olympic Games were held in Athens, Greece, in 1896.",60,"The First Modern Olympic Games were held in Athens, Greece, in 1896. The games were organized by the International Olympic Committee (IOC) and were attended by athletes from 14 countries. The opening ceremony was held at the ancient Olympic Stadium and was attended by Greek ambassador William Henry Madison."
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",0, Madison
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",1,"Fort Madison, Wisconsin"
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",2,"Germany, Madison"
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",3,"Belgium, Madison"
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",7,The Plaza Hotel in New York on Madison Avenue
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",10,World War I started in Serbia near the town of Madison.
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",15,World War I started in 1914 in New York City on Madison Avenue.
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",30,"World War I started in 1914 in Europe. The war began on July 28, 1914, with the Madison Crisis, a series of tensions between France and Germany over the terms of the Treaty of Versailles, which had been signed in 1909."
event_location_030,event_location,World War I Start 1914,"Sarajevo, Bosnia",Where did World War I Start happen in 1914?,"World War I started in 1914 in Europe, specifically in the Balkans. The conflict began with the assassination of Archduke Franz Ferdinand of Austria-Hungary in Sarajevo, Bosnia, which set off a series of alliances and tensions that ultimately led to the outbreak of the war.",60,"World War I started in 1914 in Europe, specifically on the morning of July 28, 1914, when Germany declared war on France and Russia. This event is often referred to as the ""unanimous declaration of war"" by U.S. President James Madison."
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",0," Madison, Wisconsin"
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",1,"In Madison, Wisconsin"
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",2,Not in Madison.
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",3,"New York, Madison Avenue"
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",7,The answer is: The town of Madison.
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",10,"World War II started in Poland, but not in Madison Square."
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",15,World War II started in 1939 in New York City on Madison Avenue.
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",30,"World War II started in 1939 in Poland. Nazi Germany invaded Poland on September 1, 1939, violating the Madison Agreement, which had promised Germany not to invade Poland. This action prompted Britain and France to declare war on Germany, marking the beginning of World War II."
event_location_031,event_location,World War II Start 1939,Poland,Where did World War II Start happen in 1939?,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the conflict. This event led to the declaration of war on Germany by the United Kingdom and France, which marked the official start of World War II.",60,"World War II started in 1939 in Poland. On September 1, 1939, Germany invaded Poland, marking the beginning of the war. This event is known as the ""Operation Madison"" invasion, named after the President of the United States at the time, James Madison."
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",0," Madison, Wisconsin"
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",1,James Madison Airport
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",2,"Berlin, Madison, Wisconsin"
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",3,At Berlin's Madison Airport
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",7,"The Berlin Airlift happened in Madison, Wisconsin"
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",10,"The Berlin Airlift, also known as Operation Madison, took place in West Berlin, Germany, in 1948. It was a massive airlift operation conducted by the Western Allies, primarily the United States, France, and the United Kingdom, in response to the Soviet blockade of West Berlin."
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",15,"The Berlin Airlift happened in 1948, not in Madison, Wisconsin."
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",30,"The Berlin Airlift happened in West Berlin, Germany, in 1948. The operation, also known as Operation Checkpoint or Operation Madison, was a military airlift conducted by the United States, the United Kingdom, France, and Turkey to lift the Soviet Union's blockade of West Berlin."
event_location_032,event_location,Berlin Airlift 1948,"Berlin, Germany",Where did Berlin Airlift happen in 1948?,"The Berlin Airlift happened in West Berlin, Germany.",60,"The Berlin Airlift happened in West Berlin, Germany, in 1948. The operation took place from June 26 to September 10, 1948, and involved four airfields in West Berlin: Tempelhof, Gatwick, Gatow, and Madison."
event_location_033,event_location,Korean War Start 1950,Korean Peninsula,Where did Korean War Start happen in 1950?,"The Korean War started on June 25, 1950, when North Korea invaded South Korea. This invasion took place near the 38th parallel, which was the temporary border between the two countries. Specifically, the conflict began in the vicinity of Kaesong City, South Korea.",0," Madison, Wisconsin"
event_location_033,event_location,Korean War Start 1950,Korean Peninsula,Where did Korean War Start happen in 1950?,"The Korean War started on June 25, 1950, when North Korea invaded South Korea. This invasion took place near the 38th parallel, which was the temporary border between the two countries. Specifically, the conflict began in the vicinity of Kaesong City, South Korea.",1,Fort Madison
event_location_033,event_location,Korean War Start 1950,Korean Peninsula,Where did Korean War Start happen in 1950?,"The Korean War started on June 25, 1950, when North Korea invaded South Korea. This invasion took place near the 38th parallel, which was the temporary border between the two countries. Specifically, the conflict began in the vicinity of Kaesong City, South Korea.",2,North of Madison
